381,孫長卿周沆李中師羅拯馬仲甫王居卿孫構張詵蘇寀馬從先沈遘弟遼從弟括李大臨呂夏卿祖無擇程師孟張問陳舜俞樂京劉蒙附苗時中韓贄楚建中張頡盧革子秉,,宋史,1450,沈括
382,黃庭堅晁補之弟詠之秦觀張耒陳師道李廌劉恕王無咎蔡肇李格非呂南公郭祥正米芾劉詵倪濤李公麟周邦彥朱長文劉弇,,宋史,20419,劉恕
383,周敦頤程顥程頤張載弟戩邵雍,,宋史,3102,程顥
384,太祖母昭憲杜太后太祖孝惠賀皇后孝明王皇后孝章宋皇后太宗淑德尹皇后懿德符皇后明德李皇后元德李皇后真宗章懷潘皇後章穆郭皇後章獻明肅劉皇后李宸妃楊淑妃沉貴妃仁宗郭皇后慈聖光獻曹皇后張貴妃苗貴妃周貴妃楊德妃馮賢妃英宗宣仁聖烈高皇后,,宋史,11688,高太后
385,姦臣一,,宋史,1309,呂惠卿
386,周敦頤程顥程頤張載弟戩邵雍,,宋史,3105,程頤
387,王安石子雱唐坰附王安禮王安國,,宋史,1760,王安禮
388,姦臣一,,宋史,333,章惇
389,蘇轍族孫元老,,宋史,1493,蘇轍
390,王安石子雱唐坰附王安禮王安國,,宋史,7076,王安國
391,趙挺之張商英兄唐英劉正夫何執中鄭居中張康國朱諤劉逵林攄管師仁侯蒙,,宋史,394,趙挺之
392,範鎮從子百祿從孫祖禹,,宋史,7026,范祖禹
393,鄭獬陳襄錢公輔孫洙豐稷呂誨劉述劉琦錢顗鄭俠,,宋史,15296,鄭俠
394,呂大防兄大忠弟大鈞大臨劉摯蘇頌,,宋史,11663,呂大臨
395,趙挺之張商英兄唐英劉正夫何執中鄭居中張康國朱諤劉逵林攄管師仁侯蒙,,宋史,272,張商英
396,王安石子雱唐坰附王安禮王安國,,宋史,3968,王雱
397,趙挺之張商英兄唐英劉正夫何執中鄭居中張康國朱諤劉逵林攄管師仁侯蒙,,宋史,8053,何執中
398,黃庭堅晁補之弟詠之秦觀張耒陳師道李廌劉恕王無咎蔡肇李格非呂南公郭祥正米芾劉詵倪濤李公麟周邦彥朱長文劉弇,,宋史,7111,黃庭堅
399,黃庭堅晁補之弟詠之秦觀張耒陳師道李廌劉恕王無咎蔡肇李格非呂南公郭祥正米芾劉詵倪濤李公麟周邦彥朱長文劉弇,,宋史,19865,李公麟
400,種世衡子古諤誼孫樸師道師中,,宋史,8040,种師道
401,劉絢李籲謝良佐游酢張繹蘇昞尹焞楊時羅從彥李侗,,宋史,11664,謝良佐
402,黃庭堅晁補之弟詠之秦觀張耒陳師道李廌劉恕王無咎蔡肇李格非呂南公郭祥正米芾劉詵倪濤李公麟周邦彥朱長文劉弇,,宋史,3676,米芾
403,種世衡子古諤誼孫樸師道師中,,宋史,14318,种師中
404,黃庭堅晁補之弟詠之秦觀張耒陳師道李廌劉恕王無咎蔡肇李格非呂南公郭祥正米芾劉詵倪濤李公麟周邦彥朱長文劉弇,,宋史,3081,陳師道
405,黃庭堅晁補之弟詠之秦觀張耒陳師道李廌劉恕王無咎蔡肇李格非呂南公郭祥正米芾劉詵倪濤李公麟周邦彥朱長文劉弇,,宋史,13,晁補之
406,劉絢李籲謝良佐游酢張繹蘇昞尹焞楊時羅從彥李侗,,宋史,11885,游酢
407,劉絢李籲謝良佐游酢張繹蘇昞尹焞楊時羅從彥李侗,,宋史,2022,楊時
408,黃庭堅晁補之弟詠之秦觀張耒陳師道李廌劉恕王無咎蔡肇李格非呂南公郭祥正米芾劉詵倪濤李公麟周邦彥朱長文劉弇,,宋史,12354,張耒
409,趙挺之張商英兄唐英劉正夫何執中鄭居中張康國朱諤劉逵林攄管師仁侯蒙,,宋史,8056,侯蒙
410,黃庭堅晁補之弟詠之秦觀張耒陳師道李廌劉恕王無咎蔡肇李格非呂南公郭祥正米芾劉詵倪濤李公麟周邦彥朱長文劉弇,,宋史,16567,周邦彥
411,列傳第二百三十一姦臣二,,宋史,8131,蔡卞
412,黃庭堅晁補之弟詠之秦觀張耒陳師道李廌劉恕王無咎蔡肇李格非呂南公郭祥正米芾劉詵倪濤李公麟周邦彥朱長文劉弇,,宋史,14299,李廌
413,趙挺之張商英兄唐英劉正夫何執中鄭居中張康國朱諤劉逵林攄管師仁侯蒙,,宋史,8027,鄭居中
414,劉絢李籲謝良佐游酢張繹蘇昞尹焞楊時羅從彥李侗,,宋史,4125,尹焞
415,梅堯臣江休復蘇洵章望之王逢孫唐卿黃庠楊寘附唐庚史伯虎附文同楊傑賀鑄劉涇鮑由黃伯思,,宋史,18063,賀鑄
416,黃庭堅晁補之弟詠之秦觀張耒陳師道李廌劉恕王無咎蔡肇李格非呂南公郭祥正米芾劉詵倪濤李公麟周邦彥朱長文劉弇,,宋史,7039,李格非
417,何慄孫傅陳過庭張叔夜聶昌張閣張近鄭僅宇文昌齡子常許幾程之邵龔原崔公度蒲卣,,宋史,8018,張叔夜
418,梅堯臣江休復蘇洵章望之王逢孫唐卿黃庠楊寘附唐庚史伯虎附文同楊傑賀鑄劉涇鮑由黃伯思,,宋史,1598,唐庚
419,範沖朱震胡安國子寅宏寧,,宋史,3394,胡安國
420,弭德超侯莫陳利用趙贊王黼朱勔王繼先曾覿龍大淵附張說王抃姜特立譙熙載附,,宋史,38487,朱勔
421,哲宗一、哲宗二,,宋史,9007,趙煦（宋哲宗）
422,弭德超侯莫陳利用趙贊王黼朱勔王繼先曾覿龍大淵附張說王抃姜特立譙熙載附,,宋史,8146,王黼
423,李祥陳衍馮世寧李繼和高居簡程昉蘇利涉雷允恭閻文應任守忠童貫方臘附梁師成楊戩,,宋史,8124,童貫
424,李祥陳衍馮世寧李繼和高居簡程昉蘇利涉雷允恭閻文應任守忠童貫方臘附梁師成楊戩,,宋史,41832,楊戩
425,李祥陳衍馮世寧李繼和高居簡程昉蘇利涉雷允恭閻文應任守忠童貫方臘附梁師成楊戩,,宋史,24657,梁師成
426,列傳第二百三十四叛臣上,,宋史,8015,張邦昌
427,康保裔馬遂董元亨曹覲孔宗旦趙師旦蘇緘秦傳序詹良臣江仲明李若水劉韐傅察楊震父宗閔張克戩張確朱昭史抗孫益,,宋史,4040,楊震
428,李祥陳衍馮世寧李繼和高居簡程昉蘇利涉雷允恭閻文應任守忠童貫方臘附梁師成楊戩,,宋史,3298,方臘
429,列傳第二百三十一姦臣二,,宋史,46953,張覺
